Time	Cycle	PC	Insn	Decoded instruction	Register and memory contents
          61804	      3078	80000ba8	8af1	c.andi	x13,28	 x13:0x00000000 x13=0x00000000
          61864	      3081	80000baa	00205093	srli	x1,x0,0x2	  x0:0x00000000  x1=0x00000000
          61884	      3082	80000bae	0001	c.addi	x0,0	  x0:0x00000000  x0=0x00000000
          61924	      3084	80000bb0	00fb8c33	add	x24,x23,x15	 x23:0x00000000 x15:0x00000000 x24=0x00000000
          61984	      3087	80000bb4	0dd6	c.slli	x27,0x15	 x27:0x00000000 x27=0x00000000
          62004	      3088	80000bb6	6085	c.lui	x1,0x1	  x1=0x00001000
          62044	      3090	80000bb8	40248733	sub	x14,x9,x2	  x9:0x00000000  x2:0x00000111 x14=0xfffffeef
          62104	      3093	80000bbc	01549333	sll	x6,x9,x21	  x9:0x00000000 x21:0x00000000  x6=0x00000000
          62164	      3096	80000bc0	8ef5	c.and	x13,x13	 x13:0x00000000 x13:0x00000000 x13=0x00000000
          62224	      3099	80000bc2	01d17cb3	and	x25,x2,x29	  x2:0x00000111 x29:0xffffffc0 x25=0x00000100
          62284	      3102	80000bc6	0ef2fa97	auipc	x21,0xef2f	 x21=0x8ef2fbc6
          62404	      3108	80000bca	038da533	mulhsu	x10,x27,x24	 x27:0x00000000 x24:0x00000000 x10=0x00000000
          62424	      3109	80000bce	009045b3	xor	x11,x0,x9	  x0:0x00000000  x9:0x00000000 x11=0x00000000
          62464	      3111	80000bd2	4083d913	srai	x18,x7,0x8	  x7:0x00000000 x18=0x00000000
          62484	      3112	80000bd6	930a	c.add	x6,x2	  x6:0x00000000  x2:0x00000111  x6=0x00000111
          62524	      3114	80000bd8	0001	c.addi	x0,0	  x0:0x00000000  x0=0x00000000
          62544	      3115	80000bda	8f8d	c.sub	x15,x11	 x15:0x00000000 x11:0x00000000 x15=0x00000000
          62584	      3117	80000bdc	5a8ae013	ori	x0,x21,1448	 x21:0x8ef2fbc6  x0=0x00000000
          62644	      3120	80000be0	86c1	c.srai	x13,0x10	 x13:0x00000000 x13=0x00000000
          62704	      3123	80000be2	0128a5b3	slt	x11,x17,x18	 x17:0x00000000 x18:0x00000000 x11=0x00000000
          62764	      3126	80000be6	e0020393	addi	x7,x4,-512	  x4:0x00000000  x7=0xfffffe00
          62784	      3127	80000bea	96f6	c.add	x13,x29	 x13:0x00000000 x29:0xffffffc0 x13=0xffffffc0
          62824	      3129	80000bec	0aa3b213	sltiu	x4,x7,170	  x7:0xfffffe00  x4=0x00000000
          62884	      3132	80000bf0	411c03b3	sub	x7,x24,x17	 x24:0x00000000 x17:0x00000000  x7=0x00000000
          62944	      3135	80000bf4	9afd	c.andi	x13,-1	 x13:0xffffffc0 x13=0xffffffc0
          63004	      3138	80000bf6	00ec0db3	add	x27,x24,x14	 x24:0x00000000 x14:0xfffffeef x27=0xfffffeef
          63024	      3139	80000bfa	9932	c.add	x18,x12	 x18:0x00000000 x12:0x00000000 x18=0x00000000
          63064	      3141	80000bfc	8299	c.srli	x13,0x6	 x13:0xffffffc0 x13=0x03ffffff
          63124	      3144	80000bfe	597eb393	sltiu	x7,x29,1431	 x29:0xffffffc0  x7=0x00000000
          63184	      3147	80000c02	00523a33	sltu	x20,x4,x5	  x4:0x00000000  x5:0xffffffff x20=0x00000001
          63204	      3148	80000c06	0001	c.addi	x0,0	  x0:0x00000000  x0=0x00000000
          63244	      3150	80000c08	84620e93	addi	x29,x4,-1978	  x4:0x00000000 x29=0xfffff846
          63304	      3153	80000c0c	02a00193	addi	x3,x0,42	  x0:0x00000000  x3=0x0000002a
          63364	      3156	80000c10	6c09	c.lui	x24,0x2	 x24=0x00002000
          63384	      3157	80000c12	717d	c.addi16sp	x2,-16	  x2:0x00000111  x2=0x00000101
          63424	      3159	80000c14	01757c33	and	x24,x10,x23	 x10:0x00000000 x23:0x00000000 x24=0x00000000
          63484	      3162	80000c18	8ed9	c.or	x13,x14	 x13:0x03ffffff x14:0xfffffeef x13=0xffffffff
          63604	      3168	80000c1a	03c7a133	mulhsu	x2,x15,x28	 x15:0x00000000 x28:0x7fff519c  x2=0x00000000
          63624	      3169	80000c1e	9cf08413	addi	x8,x1,-1585	  x1:0x00001000  x8=0x000009cf
          63664	      3171	80000c22	01a22033	slt	x0,x4,x26	  x4:0x00000000 x26:0x8000ae64  x0=0x00000000
          63684	      3172	80000c26	847e	c.mv	x8,x31	  x0:0x00000000 x31:0xff057b01  x8=0xff057b01
          63724	      3174	80000c28	0114	c.addi4spn	x13,x2,128	 x13=0x00000080
          63744	      3175	80000c2a	8596	c.mv	x11,x5	  x0:0x00000000  x5:0xffffffff x11=0xffffffff
          63784	      3177	80000c2c	00435213	srli	x4,x6,0x4	  x6:0x00000111  x4=0x00000011
          63844	      3180	80000c30	01c69633	sll	x12,x13,x28	 x13:0x00000080 x28:0x7fff519c x12=0x00000000
          63904	      3183	80000c34	002d3033	sltu	x0,x26,x2	 x26:0x8000ae64  x2:0x00000000  x0=0x00000000
          63964	      3186	80000c38	90aff013	andi	x0,x31,-1782	 x31:0xff057b01  x0=0x00000000
          64084	      3192	80000c3c	03222233	mulhsu	x4,x4,x18	  x4:0x00000011 x18:0x00000000  x4=0x00000000
          64104	      3193	80000c40	0001	c.addi	x0,0	  x0:0x00000000  x0=0x00000000
          64124	      3194	80000c42	95d2	c.add	x11,x20	 x11:0xffffffff x20:0x00000001 x11=0x00000000
          64204	      3198	80000c44	03fe3b33	mulhu	x22,x28,x31	 x28:0x7fff519c x31:0xff057b01 x22=0x7f820fc7
          64224	      3199	80000c48	717d	c.addi16sp	x2,-16	  x2:0x00000000  x2=0xfffffff0
          64264	      3201	80000c4a	0176ea33	or	x20,x13,x23	 x13:0x00000080 x23:0x00000000 x20=0x00000080
          64284	      3202	80000c4e	0304	c.addi4spn	x9,x2,384	  x9=0x00000170
          64344	      3205	80000c50	03e9ecb3	rem	x25,x19,x30	 x19:0x00000240 x30:0x00000000 x25=0x00000240
          64384	      3207	80000c54	00c39013	slli	x0,x7,0xc	  x7:0x00000000  x0=0x00000000
          64444	      3210	80000c58	01ae9b13	slli	x22,x29,0x1a	 x29:0xfffff846 x22=0x18000000
          64504	      3213	80000c5c	72314c93	xori	x25,x2,1827	  x2:0xfffffff0 x25=0xfffff8d3
          64564	      3216	80000c60	6691	c.lui	x13,0x4	 x13=0x00004000
          64624	      3219	80000c62	2fcb6537	lui	x10,0x2fcb6	 x10=0x2fcb6000
          64644	      3220	80000c66	8e95	c.sub	x13,x13	 x13:0x00004000 x13:0x00004000 x13=0x00000000
          64684	      3222	80000c68	8ef5	c.and	x13,x13	 x13:0x00000000 x13:0x00000000 x13=0x00000000
          64804	      3228	80000c6a	033412b3	mulh	x5,x8,x19	  x8:0xff057b01 x19:0x00000240  x5=0xfffffffd
          64824	      3229	80000c6e	50fd	c.li	x1,-1	  x1=0xffffffff
          64844	      3230	80000c70	0488	c.addi4spn	x10,x2,576	 x10=0x00000230
          64864	      3231	80000c72	405f0133	sub	x2,x30,x5	 x30:0x00000000  x5:0xfffffffd  x2=0x00000003
          64884	      3232	80000c76	9afd	c.andi	x13,-1	 x13:0x00000000 x13=0x00000000
          64924	      3234	80000c78	0510	c.addi4spn	x12,x2,640	 x12=0x00000283
          64984	      3237	80000c7a	00b26033	or	x0,x4,x11	  x4:0x00000000 x11:0x00000000  x0=0x00000000
          65084	      3242	80000c7e	023889b3	mul	x19,x17,x3	 x17:0x00000000  x3:0x0000002a x19=0x00000000
          65104	      3243	80000c82	000d8333	add	x6,x27,x0	 x27:0xfffffeef  x0:0x00000000  x6=0xfffffeef
          65884	      3282	80000c86	022bd133	divu	x2,x23,x2	 x23:0x00000000  x2:0x00000003  x2=0x00000000
          65924	      3284	80000c8a	033e49b3	div	x19,x28,x19	 x28:0x7fff519c x19:0x00000000 x19=0xffffffff
          65944	      3285	80000c8e	a3d4b893	sltiu	x17,x9,-1475	  x9:0x00000170 x17=0x00000001
          66004	      3288	80000c92	b794f697	auipc	x13,0xb794f	 x13=0x3794fc92
          66024	      3289	80000c96	8efd	c.and	x13,x15	 x13:0x3794fc92 x15:0x00000000 x13=0x00000000
          66064	      3291	80000c98	1fd42b13	slti	x22,x8,509	  x8:0xff057b01 x22=0x00000001
          66124	      3294	80000c9c	8afd	c.andi	x13,31	 x13:0x00000000 x13=0x00000000
          66184	      3297	80000c9e	01b02a33	slt	x20,x0,x27	  x0:0x00000000 x27:0xfffffeef x20=0x00000000
          66244	      3300	80000ca2	c00fa413	slti	x8,x31,-1024	 x31:0xff057b01  x8=0x00000001
          66304	      3303	80000ca6	4292ee17	auipc	x28,0x4292e	 x28=0xc292eca6
          66424	      3309	80000caa	027caeb3	mulhsu	x29,x25,x7	 x25:0xfffff8d3  x7:0x00000000 x29=0x00000000
          66484	      3312	80000cae	02a30433	mul	x8,x6,x10	  x6:0xfffffeef x10:0x00000230  x8=0xfffdaad0
          66504	      3313	80000cb2	5e7d	c.li	x28,-1	 x28=0xffffffff
          66524	      3314	80000cb4	86a5	c.srai	x13,0x9	 x13:0x00000000 x13=0x00000000
          66544	      3315	80000cb6	ed3bfc13	andi	x24,x23,-301	 x23:0x00000000 x24=0x00000000
          66604	      3318	80000cba	255acb93	xori	x23,x21,597	 x21:0x8ef2fbc6 x23=0x8ef2f993
          66664	      3321	80000cbe	0026d013	srli	x0,x13,0x2	 x13:0x00000000  x0=0x00000000
          66784	      3327	80000cc2	03ffb333	mulhu	x6,x31,x31	 x31:0xff057b01 x31:0xff057b01  x6=0xfe0beb2a
          66804	      3328	80000cc6	021e	c.slli	x4,0x7	  x4:0x00000000  x4=0x00000000
          66824	      3329	80000cc8	7a9d4017	auipc	x0,0x7a9d4	  x0=0x00000000
          66844	      3330	80000ccc	8ff5	c.and	x15,x13	 x15:0x00000000 x13:0x00000000 x15=0x00000000
          66864	      3331	80000cce	031c	c.addi4spn	x15,x2,384	 x15=0x00000180
          67624	      3369	80000cd0	035ac133	div	x2,x21,x21	 x21:0x8ef2fbc6 x21:0x8ef2fbc6  x2=0x00000001
          67644	      3370	80000cd4	980a	c.add	x16,x2	 x16:0x00000000  x2:0x00000001 x16=0x00000001
          67664	      3371	80000cd6	557d	c.li	x10,-1	 x10=0xffffffff
          67684	      3372	80000cd8	cc18ba93	sltiu	x21,x17,-831	 x17:0x00000001 x21=0x00000001
          67704	      3373	80000cdc	9766	c.add	x14,x25	 x14:0xfffffeef x25:0xfffff8d3 x14=0xfffff7c2
          67724	      3374	80000cde	0ada	c.slli	x21,0x16	 x21:0x00000001 x21=0x00400000
          67744	      3375	80000ce0	8ec5	c.or	x13,x9	 x13:0x00000000  x9:0x00000170 x13=0x00000170
          67804	      3378	80000ce2	1d632a13	slti	x20,x6,470	  x6:0xfe0beb2a x20=0x00000001
          67864	      3381	80000ce6	af37b693	sltiu	x13,x15,-1293	 x15:0x00000180 x13=0x00000001
          67924	      3384	80000cea	005eec33	or	x24,x29,x5	 x29:0x00000000  x5:0xfffffffd x24=0xfffffffd
          67984	      3387	80000cee	011cd293	srli	x5,x25,0x11	 x25:0xfffff8d3  x5=0x00007fff
          68044	      3390	80000cf2	413107b3	sub	x15,x2,x19	  x2:0x00000001 x19:0xffffffff x15=0x00000002
          68104	      3393	80000cf6	00261913	slli	x18,x12,0x2	 x12:0x00000283 x18=0x00000a0c
          68124	      3394	80000cfa	9afd	c.andi	x13,-1	 x13:0x00000001 x13=0x00000001
          68164	      3396	80000cfc	86e9	c.srai	x13,0x1a	 x13:0x00000001 x13=0x00000000
          68244	      3400	80000cfe	03db5033	divu	x0,x22,x29	 x22:0x00000001 x29:0x00000000  x0=0x00000000
          68264	      3401	80000d02	85e2	c.mv	x11,x24	  x0:0x00000000 x24:0xfffffffd x11=0xfffffffd
          68284	      3402	80000d04	006e5ab3	srl	x21,x28,x6	 x28:0xffffffff  x6:0xfe0beb2a x21=0x003fffff
          68344	      3405	80000d08	0aa5	c.addi	x21,9	 x21:0x003fffff x21=0x00400008
          68404	      3408	80000d0a	002f0a33	add	x20,x30,x2	 x30:0x00000000  x2:0x00000001 x20=0x00000001
          68464	      3411	80000d0e	013a6433	or	x8,x20,x19	 x20:0x00000001 x19:0xffffffff  x8=0xffffffff
          68524	      3414	80000d12	00284233	xor	x4,x16,x2	 x16:0x00000001  x2:0x00000001  x4=0x00000000
          68644	      3420	80000d16	02ee3a33	mulhu	x20,x28,x14	 x28:0xffffffff x14:0xfffff7c2 x20=0xfffff7c1
          68664	      3421	80000d1a	01539133	sll	x2,x7,x21	  x7:0x00000000 x21:0x00400008  x2=0x00000000
          68704	      3423	80000d1e	01e119b3	sll	x19,x2,x30	  x2:0x00000000 x30:0x00000000 x19=0x00000000
          68764	      3426	80000d22	016984b3	add	x9,x19,x22	 x19:0x00000000 x22:0x00000001  x9=0x00000001
          68824	      3429	80000d26	cde9fd93	andi	x27,x19,-802	 x19:0x00000000 x27=0x00000000
          68844	      3430	80000d2a	0001	c.addi	x0,0	  x0:0x00000000  x0=0x00000000
          68944	      3435	80000d2c	02a33333	mulhu	x6,x6,x10	  x6:0xfe0beb2a x10:0xffffffff  x6=0xfe0beb29
          68964	      3436	80000d30	88e6	c.mv	x17,x25	  x0:0x00000000 x25:0xfffff8d3 x17=0xfffff8d3
          69004	      3438	80000d32	002fa933	slt	x18,x31,x2	 x31:0xff057b01  x2:0x00000000 x18=0x00000001
          69784	      3477	80000d36	02e4d2b3	divu	x5,x9,x14	  x9:0x00000001 x14:0xfffff7c2  x5=0x00000000
          69864	      3481	80000d3a	020127b3	mulhsu	x15,x2,x0	  x2:0x00000000  x0:0x00000000 x15=0x00000000
          69884	      3482	80000d3e	008a2bb3	slt	x23,x20,x8	 x20:0xfffff7c1  x8:0xffffffff x23=0x00000001
          69904	      3483	80000d42	044e	c.slli	x8,0x13	  x8:0xffffffff  x8=0xfff80000
          69924	      3484	80000d44	019d6133	or	x2,x26,x25	 x26:0x8000ae64 x25:0xfffff8d3  x2=0xfffffef7
          69964	      3486	80000d48	01222033	slt	x0,x4,x18	  x4:0x00000000 x18:0x00000001  x0=0x00000000
          70024	      3489	80000d4c	01bb1033	sll	x0,x22,x27	 x22:0x00000001 x27:0x00000000  x0=0x00000000
          70084	      3492	80000d50	ac746693	ori	x13,x8,-1337	  x8:0xfff80000 x13=0xfffffac7
          70144	      3495	80000d54	86c9	c.srai	x13,0x12	 x13:0xfffffac7 x13=0xffffffff
          70204	      3498	80000d56	63d4e217	auipc	x4,0x63d4e	  x4=0xe3d4ed56
          70224	      3499	80000d5a	8f95	c.sub	x15,x13	 x15:0x00000000 x13:0xffffffff x15=0x00000001
          70264	      3501	80000d5c	41768633	sub	x12,x13,x23	 x13:0xffffffff x23:0x00000001 x12=0xfffffffe
          70384	      3507	80000d60	0277a9b3	mulhsu	x19,x15,x7	 x15:0x00000001  x7:0x00000000 x19=0x00000000
          70404	      3508	80000d64	012de333	or	x6,x27,x18	 x27:0x00000000 x18:0x00000001  x6=0x00000001
          70444	      3510	80000d68	8ef5	c.and	x13,x13	 x13:0xffffffff x13:0xffffffff x13=0xffffffff
          70464	      3511	80000d6a	07f9	c.addi	x15,30	 x15:0x00000001 x15=0x0000001f
          70504	      3513	80000d6c	b36c2793	slti	x15,x24,-1226	 x24:0xfffffffd x15=0x00000000
          70564	      3516	80000d70	0035c833	xor	x16,x11,x3	 x11:0xfffffffd  x3:0x0000002a x16=0xffffffd7
          70624	      3519	80000d74	8d65	c.and	x10,x9	 x10:0xffffffff  x9:0x00000001 x10=0x00000001
          70644	      3520	80000d76	8365	c.srli	x14,0x19	 x14:0xfffff7c2 x14=0x0000007f
          70744	      3525	80000d78	02f61433	mulh	x8,x12,x15	 x12:0xfffffffe x15:0x00000000  x8=0x00000000
          70764	      3526	80000d7c	8e8d	c.sub	x13,x11	 x13:0xffffffff x11:0xfffffffd x13=0x00000002
          70804	      3528	80000d7e	9b1ad017	auipc	x0,0x9b1ad	  x0=0x00000000
          70824	      3529	80000d82	0690	c.addi4spn	x12,x2,832	 x12=0x00000237
          70864	      3531	80000d84	01499cb3	sll	x25,x19,x20	 x19:0x00000000 x20:0xfffff7c1 x25=0x00000000
          70924	      3534	80000d88	6319b037	lui	x0,0x6319b	  x0=0x00000000
          70984	      3537	80000d8c	8eb5	c.xor	x13,x13	 x13:0x00000002 x13:0x00000002 x13=0x00000000
          71044	      3540	80000d8e	00d86e33	or	x28,x16,x13	 x16:0xffffffd7 x13:0x00000000 x28=0xffffffd7
          71104	      3543	80000d92	004385b3	add	x11,x7,x4	  x7:0x00000000  x4:0xe3d4ed56 x11=0xe3d4ed56
          71164	      3546	80000d96	e91db193	sltiu	x3,x27,-367	 x27:0x00000000  x3=0x00000001
          71184	      3547	80000d9a	0514	c.addi4spn	x13,x2,640	 x13=0x00000177
          71224	      3549	80000d9c	8e75	c.and	x12,x13	 x12:0x00000237 x13:0x00000177 x12=0x00000037
          71284	      3552	80000d9e	016ea433	slt	x8,x29,x22	 x29:0x00000000 x22:0x00000001  x8=0x00000001
          71344	      3555	80000da2	cd1ea013	slti	x0,x29,-815	 x29:0x00000000  x0=0x00000000
          71364	      3556	80000da6	8eb5	c.xor	x13,x13	 x13:0x00000177 x13:0x00000177 x13=0x00000000
          71404	      3558	80000da8	0001	c.addi	x0,0	  x0:0x00000000  x0=0x00000000
          71424	      3559	80000daa	8ef5	c.and	x13,x13	 x13:0x00000000 x13:0x00000000 x13=0x00000000
          71464	      3561	80000dac	017adcb3	srl	x25,x21,x23	 x21:0x00400008 x23:0x00000001 x25=0x00200004
          71524	      3564	80000db0	0094	c.addi4spn	x13,x2,64	 x13=0xffffff37
          71544	      3565	80000db2	0001	c.addi	x0,0	  x0:0x00000000  x0=0x00000000
          71584	      3567	80000db4	82f5	c.srli	x13,0x1d	 x13:0xffffff37 x13=0x00000007
          71644	      3570	80000db6	00681e33	sll	x28,x16,x6	 x16:0xffffffd7  x6:0x00000001 x28=0xffffffae
          71704	      3573	80000dba	7dd759b7	lui	x19,0x7dd75	 x19=0x7dd75000
          71724	      3574	80000dbe	8a8d	c.andi	x13,3	 x13:0x00000007 x13=0x00000003
          71764	      3576	80000dc0	1cf88693	addi	x13,x17,463	 x17:0xfffff8d3 x13=0xfffffaa2
          71864	      3581	80000dc4	03ee8433	mul	x8,x29,x30	 x29:0x00000000 x30:0x00000000  x8=0x00000000
          71884	      3582	80000dc8	8d28e713	ori	x14,x17,-1838	 x17:0xfffff8d3 x14=0xfffff8d3
          71944	      3585	80000dcc	80a2	c.mv	x1,x8	  x0:0x00000000  x8:0x00000000  x1=0x00000000
          72004	      3588	80000dce	01d3d133	srl	x2,x7,x29	  x7:0x00000000 x29:0x00000000  x2=0x00000000
          72024	      3589	80000dd2	80da	c.mv	x1,x22	  x0:0x00000000 x22:0x00000001  x1=0x00000001
          72064	      3591	80000dd4	8969	c.andi	x10,26	 x10:0x00000001 x10=0x00000000
          72124	      3594	80000dd6	e73591b7	lui	x3,0xe7359	  x3=0xe7359000
          72244	      3600	80000dda	034c2a33	mulhsu	x20,x24,x20	 x24:0xfffffffd x20:0xfffff7c1 x20=0xfffffffd
          72264	      3601	80000dde	0d96	c.slli	x27,0x5	 x27:0x00000000 x27=0x00000000
          72284	      3602	80000de0	002c1a93	slli	x21,x24,0x2	 x24:0xfffffffd x21=0xfffffff4
          72304	      3603	80000de4	00a91693	slli	x13,x18,0xa	 x18:0x00000001 x13=0x00000400
          72364	      3606	80000de8	691d	c.lui	x18,0x7	 x18=0x00007000
          72424	      3609	80000dea	9de2b597	auipc	x11,0x9de2b	 x11=0x1de2bdea
          72484	      3612	80000dee	6e5b6513	ori	x10,x22,1765	 x22:0x00000001 x10=0x000006e5
          72544	      3615	80000df2	40e1d0b3	sra	x1,x3,x14	  x3:0xe7359000 x14:0xfffff8d3  x1=0xfffffce6
          73324	      3654	80000df6	038c6233	rem	x4,x24,x24	 x24:0xfffffffd x24:0xfffffffd  x4=0x00000000
          73344	      3655	80000dfa	060a	c.slli	x12,0x2	 x12:0x00000037 x12=0x000000dc
          73364	      3656	80000dfc	717d	c.addi16sp	x2,-16	  x2:0x00000000  x2=0xfffffff0
          73384	      3657	80000dfe	43f5	c.li	x7,29	  x7=0x0000001d
          73404	      3658	80000e00	64c1	c.lui	x9,0x10	  x9=0x00010000
          73444	      3660	80000e02	40815533	sra	x10,x2,x8	  x2:0xfffffff0  x8:0x00000000 x10=0xfffffff0
          73504	      3663	80000e06	40b45113	srai	x2,x8,0xb	  x8:0x00000000  x2=0x00000000
          73524	      3664	80000e0a	8e89	c.sub	x13,x10	 x13:0x00000400 x10:0xfffffff0 x13=0x00000410
          73564	      3666	80000e0c	935fb593	sltiu	x11,x31,-1739	 x31:0xff057b01 x11=0x00000001
          73624	      3669	80000e10	d11ff1b7	lui	x3,0xd11ff	  x3=0xd11ff000
          73684	      3672	80000e14	86f9	c.srai	x13,0x1e	 x13:0x00000410 x13=0x00000000
          73744	      3675	80000e16	00912db3	slt	x27,x2,x9	  x2:0x00000000  x9:0x00010000 x27=0x00000001
          73804	      3678	80000e1a	4195dc33	sra	x24,x11,x25	 x11:0x00000001 x25:0x00200004 x24=0x00000000
          73864	      3681	80000e1e	01fd9533	sll	x10,x27,x31	 x27:0x00000001 x31:0xff057b01 x10=0x00000002
          73924	      3684	80000e22	01cdd013	srli	x0,x27,0x1c	 x27:0x00000001  x0=0x00000000
          73984	      3687	80000e26	f52ca713	slti	x14,x25,-174	 x25:0x00200004 x14=0x00000000
          74004	      3688	80000e2a	6159	c.addi16sp	x2,400	  x2:0x00000000  x2=0x00000190
          74044	      3690	80000e2c	8eb5	c.xor	x13,x13	 x13:0x00000000 x13:0x00000000 x13=0x00000000
          74104	      3693	80000e2e	000babb3	slt	x23,x23,x0	 x23:0x00000001  x0:0x00000000 x23=0x00000000
          74124	      3694	80000e32	868d	c.srai	x13,0x3	 x13:0x00000000 x13=0x00000000
          74164	      3696	80000e34	0199	c.addi	x3,6	  x3:0xd11ff000  x3=0xd11ff006
          74244	      3700	80000e36	0376ee33	rem	x28,x13,x23	 x13:0x00000000 x23:0x00000000 x28=0x00000000
          74284	      3702	80000e3a	41b8dab3	sra	x21,x17,x27	 x17:0xfffff8d3 x27:0x00000001 x21=0xfffffc69
          74404	      3708	80000e3e	023f14b3	mulh	x9,x30,x3	 x30:0x00000000  x3:0xd11ff006  x9=0x00000000
          74424	      3709	80000e42	c5ab0413	addi	x8,x22,-934	 x22:0x00000001  x8=0xfffffc5b
          74524	      3714	80000e46	023d2733	mulhsu	x14,x26,x3	 x26:0x8000ae64  x3:0xd11ff006 x14=0x97709672
          74544	      3715	80000e4a	8ec9	c.or	x13,x10	 x13:0x00000000 x10:0x00000002 x13=0x00000002
          74564	      3716	80000e4c	41df83b3	sub	x7,x31,x29	 x31:0xff057b01 x29:0x00000000  x7=0xff057b01
